distance_km,speed_limit,traffic_delay,hour_of_day,weather_rain,weather_fog,weather_temp,day_0,day_1,day_2,day_3,day_4,day_5,day_6,road_type_city,road_type_highway,road_type_rural,travel_time_minutes
17.88188824504186,120,28.42568941653714,4,0,0,12.935178593482956,0,0,0,0,0,1,0,0,0,1,42.94471288273238
7.4401077055426725,80,1.2380924212386557,10,0,0,15.964364395988513,0,0,0,0,0,0,1,1,0,0,1.0
94.93966818807999,120,27.56558567649313,23,1,0,20.69168179762596,0,0,0,1,0,0,0,0,1,0,79.0937387529136
96.59757127438138,80,18.272449650630406,0,0,0,25.982007057898656,0,0,0,1,0,0,0,0,0,1,88.67404984668572
81.03133746352965,70,24.21942902307157,9,1,1,24.566259941623223,0,0,0,1,0,0,0,0,1,0,102.8041781686179
31.156763148163698,70,11.516248603028327,12,1,0,35.5950546157616,1,0,0,0,0,0,0,0,0,1,41.590543358180874
10.669539286632004,80,14.155289245128412,3,0,0,14.2669596123031,0,0,1,0,0,0,0,1,0,0,25.02488581120149
68.73906962470353,80,26.06552255403492,20,0,0,30.927181665957082,0,0,0,0,0,0,1,0,1,0,72.91083295446055
44.57509688022053,40,12.445439094294692,9,0,0,26.466597556551903,0,0,0,1,0,0,0,1,0,0,88.33452683732159
13.081785249633104,40,16.03978700247255,11,1,0,32.10474469486666,0,1,0,0,0,0,0,0,0,1,49.7378056553105
50.02251410101575,50,0.6058476925299872,13,0,0,20.258392804873115,0,0,1,0,0,0,0,0,1,0,70.69011174836952
4.404463590406621,120,4.757940175141268,2,1,0,24.141388861836337,1,0,0,0,0,0,0,1,0,0,1.9446565412104482
91.02271980579943,100,19.250595239243992,1,0,0,10.857789675582023,0,0,0,0,1,0,0,1,0,0,72.91485538288086
26.619218178401674,120,21.509307031916315,18,1,0,13.483177272309387,1,0,0,0,0,0,0,0,0,1,28.876145826312126
66.58970615104421,60,17.47802810353498,10,0,0,21.249868358854954,0,0,0,0,1,0,0,0,1,0,81.0201312164693
31.859396532851683,120,4.2993010882683205,20,0,0,24.437642233453637,0,1,0,0,0,0,0,1,0,0,21.646599454119436
52.48673409660327,100,13.362162857335045,6,0,1,12.572406791929392,0,0,0,0,1,0,0,0,1,0,48.50239185117149
55.12431765498469,40,10.652842990895694,17,0,0,34.749647473819174,0,0,0,0,0,1,0,0,1,0,96.00472547372651
19.300591097027176,50,14.86984032105265,13,0,0,38.38157087000746,0,0,0,1,0,0,0,0,1,0,29.42658224161643
96.9888781486913,100,26.109871036622827,6,0,0,27.89192433539806,0,0,1,0,0,0,0,0,1,0,84.12142258265413
77.73814951275034,120,23.275843159759557,21,0,0,11.602057636501412,0,0,0,0,0,0,1,0,0,1,64.73277898686283
94.01039521485473,30,2.5196850416747685,6,0,0,32.164786727134334,0,0,0,0,0,1,0,1,0,0,195.28375752212526
89.58790769233724,70,26.709275933236928,22,0,0,16.514911368570264,0,0,1,0,0,0,0,0,1,0,105.63974973565472
60.19209790229743,100,14.153014534494709,8,0,0,32.009550763082885,0,0,0,1,0,0,0,1,0,0,52.71156225754381
92.26554926728856,60,22.315864346579954,22,1,0,23.03038045402389,0,0,1,0,0,0,0,1,0,0,113.39075882898165
9.76075770314003,50,4.201176937930564,11,0,0,11.602799687343957,1,0,0,0,0,0,0,1,0,0,17.273427158903786
20.402303379495375,100,20.121585771211443,5,0,1,18.362468174684828,0,0,0,1,0,0,0,0,0,1,45.28599247221617
5.477501602143269,80,7.089780528283738,23,1,0,22.81089880372829,0,0,0,1,0,0,0,0,1,0,17.232550037642035
33.20770274556317,120,13.151426914227946,6,1,0,32.08751024930357,0,0,1,0,0,0,0,0,1,0,31.578979947954796
39.47905167925872,30,0.5058861024631323,21,1,0,13.99207845490091,0,0,0,0,0,0,1,1,0,0,83.10759991286554
27.863554145615694,70,4.54831913791428,3,1,0,18.610050319840013,0,0,0,0,0,1,0,1,0,0,28.81067003759341
83.04501340604101,30,2.7624147937085928,15,0,0,12.506118427115737,0,0,0,0,1,0,0,0,0,1,169.20738851030114
36.31857934266534,50,7.192325188147754,6,0,0,28.474209639084243,0,0,0,0,0,0,1,0,0,1,55.52678981552051
28.812516459050695,120,3.0005427007296683,7,0,0,24.228144967833934,0,0,0,0,0,0,1,1,0,0,14.412056982968048
54.7269122326666,40,20.757300798586858,7,0,0,37.870148361191156,0,1,0,0,0,0,0,0,1,0,102.20036209493219
14.951498272501501,70,0.8711970662765811,19,0,0,32.21659009520248,0,0,0,0,0,0,1,0,0,1,6.8362553956753365
80.41750109464992,120,18.532215018749937,2,0,0,33.336620876828825,0,0,0,0,1,0,0,0,1,0,62.62227065126814
8.380513724297312,30,4.221234924767227,8,0,0,14.931777260702523,1,0,0,0,0,0,0,0,0,1,26.330279264297083
98.70180672345121,40,28.35484371533691,18,0,0,17.998675615380698,0,0,0,1,0,0,0,0,1,0,179.4229577358413
77.45223216036908,60,27.992822193295627,12,0,0,25.39418630157828,0,0,0,1,0,0,0,1,0,0,104.2736255214296
20.67285247188307,50,6.7650930756288785,6,0,0,10.404535026520659,1,0,0,0,0,0,0,0,0,1,31.3517157026708
1.5466895952366375,50,18.432638946690886,19,1,0,36.10384430807607,0,1,0,0,0,0,0,1,0,0,21.023194363925118
81.73068141702858,70,0.840159584173753,20,0,0,33.332211459815525,0,0,0,1,0,0,0,0,0,1,76.3695176178288
70.9788770409141,30,27.95365629153522,14,1,0,11.738190555856477,0,0,0,0,1,0,0,1,0,0,175.09364275337987
73.17170963605774,60,15.68961924575129,18,0,0,35.47101735919334,1,0,0,0,0,0,0,0,0,1,81.68777000130608
77.35576432190862,80,1.2966945425333698,1,0,0,10.134643444544745,0,0,0,1,0,0,0,0,0,1,54.9223643856561
8.330420521674945,70,10.274999790244122,11,0,1,13.426579556145633,0,0,0,0,1,0,0,0,0,1,19.587612829854915
36.48810712588299,120,2.305483855837026,7,0,0,11.660936588730705,1,0,0,0,0,0,0,0,1,0,13.85708095518665
12.471036892987842,80,11.788333181200796,22,0,0,24.374797955221226,1,0,0,0,0,0,0,0,1,0,25.734794473620568
86.44723916168375,70,20.09779026483969,22,1,0,33.52149339756683,1,0,0,0,0,0,0,0,0,1,92.8186193546563
62.70651455592824,30,14.096697241243188,7,0,0,15.356174855154702,0,1,0,0,0,0,0,1,0,0,143.04564717120803
33.75890446041227,60,11.511665241583634,12,1,0,33.14459383407477,1,0,0,0,0,0,0,1,0,0,45.44161859744774
7.29227667831634,30,3.5747113662139443,0,0,1,15.547743464818538,0,0,0,0,0,0,1,0,0,1,17.66551698960389
31.787249849850557,50,7.348171370809689,23,0,0,39.71609018612991,0,0,0,0,0,1,0,0,1,0,40.05760425458649
33.19314888064796,80,3.004298632150534,9,0,0,35.60423602900185,0,0,1,0,0,0,0,0,1,0,25.161915767120107
73.23101165546834,40,24.22496194969982,20,0,1,32.11560321469261,0,0,1,0,0,0,0,0,1,0,133.49500126864137
64.1181896641661,100,4.057194839541677,23,0,0,27.75065269274625,1,0,0,0,0,0,0,0,1,0,41.785761224496085
88.83406151505633,120,17.861200996466806,8,0,0,17.27644590814862,0,0,0,1,0,0,0,1,0,0,65.8994174476586
47.74927759103298,50,10.282212407665376,1,1,0,13.578028659468409,0,0,0,0,0,0,1,0,0,1,64.36768986574452
12.83983034789187,50,6.779351539655504,18,0,0,23.809202560145735,0,0,0,0,0,0,1,0,0,1,22.039102158733364
71.6112339350765,80,19.184053184763112,21,1,0,22.07980762715971,0,0,1,0,0,0,0,0,0,1,80.41482542217717
76.31771981307284,120,13.710069281308218,13,0,0,30.234427690799585,0,0,0,0,1,0,0,1,0,0,55.976705633992125
56.56644255938013,70,12.004364018536775,9,0,0,15.102692540203424,0,0,0,0,1,0,0,0,1,0,61.014155576741985
77.32575081550154,50,17.785560146766645,9,0,0,26.863854011023612,0,0,0,1,0,0,0,0,1,0,103.28618031069351
49.88576404007468,100,14.73802885470002,7,0,0,30.80050642450971,0,0,0,0,1,0,0,1,0,0,37.80102861990992
52.750550108817414,60,9.104526256546823,13,0,0,18.968987761198314,0,0,0,0,0,1,0,1,0,0,65.0419971351658
43.326560817496414,50,16.77183863295755,12,0,0,33.4004281324589,0,0,0,1,0,0,0,0,0,1,72.46273185904262
3.5164935476654238,60,20.084957296520837,5,0,0,22.95528620563907,0,0,0,0,1,0,0,0,0,1,13.876259186718464
11.681251272337141,30,0.8007947576056285,20,0,0,14.878932876331003,1,0,0,0,0,0,0,1,0,0,27.662235477666933
4.111489382986691,120,13.97615186723026,12,0,0,15.843101409042992,0,0,0,0,0,0,1,1,0,0,13.221320429828564
64.00463071511426,70,1.730498537506313,2,0,0,18.36695235710148,0,0,0,0,1,0,0,1,0,0,54.564783929886495
32.12124212655634,60,5.592162422043332,19,1,0,14.743788080849546,0,0,0,0,0,0,1,0,1,0,42.15791725004088
51.34849842530557,50,16.81526202233919,12,0,0,26.887587002098787,1,0,0,0,0,0,0,0,0,1,82.09527718182663
90.84908091868321,70,25.985667457967423,22,0,0,38.47423522585509,0,0,0,0,1,0,0,1,0,0,103.36273279112524
25.67993068573862,100,26.484170375654546,22,0,0,36.882192377014306,0,0,0,0,1,0,0,1,0,0,45.33320374131853
41.62790938052734,70,2.098320304158938,18,0,0,19.712619519503214,0,0,0,0,1,0,0,0,1,0,35.96181516301299
75.79956271576182,60,12.573152588601198,15,0,0,35.94007965191767,1,0,0,0,0,0,0,1,0,0,84.42362180020385
23.651018383670625,120,17.49019449013654,3,0,0,38.62068884350159,0,0,0,0,1,0,0,0,0,1,35.61543708646148
8.621011073050507,60,4.412097136510303,2,0,0,18.825014209993515,0,0,0,0,1,0,0,0,1,0,19.661957929593573
29.685393838463035,40,22.96296650234315,14,1,0,37.158546399043054,0,0,0,0,0,0,1,1,0,0,64.27325777328763
16.960907438146435,40,22.327057753117163,14,0,0,39.92287193022625,0,0,0,0,0,1,0,0,0,1,45.099579451915474
93.04006758191473,70,27.10023041120384,17,0,0,33.93015428493523,0,1,0,0,0,0,0,0,0,1,111.30547336387265
81.00391757687729,80,0.2545803625032905,21,0,0,21.706699599374645,1,0,0,0,0,0,0,0,1,0,57.54016072572541
63.706971894531925,120,6.50052731967008,6,0,0,28.25624813782678,0,0,0,0,0,1,0,0,0,1,42.3580761648071
87.27459842858406,80,24.815601427359653,19,0,0,20.925599474068846,0,0,1,0,0,0,0,0,1,0,85.14930899247558
80.56353561301233,40,20.117401524808063,4,1,0,39.8788385006124,0,0,0,0,0,0,1,0,0,1,139.52950201363052
19.470435829717548,50,26.831695610954725,7,0,0,12.035597131138157,0,0,0,1,0,0,0,1,0,0,55.08915082576516
89.3633408505078,30,1.7153896359079956,22,0,0,36.79240975208959,0,0,0,0,0,0,1,0,1,0,175.59675846161284
54.394881949649424,70,17.908918971493286,9,0,0,12.23644399727416,0,1,0,0,0,0,0,0,0,1,61.59347777718836
80.93657536124219,30,17.071397246810225,0,0,0,11.265934684721019,0,0,0,0,0,1,0,0,1,0,180.82580510005212
89.71303869242583,40,1.070232490815971,10,0,0,38.19818549600639,0,0,0,0,0,1,0,0,0,1,126.64884550597336
32.48234402221452,60,15.405662307374506,2,0,0,36.018458123658746,0,0,0,0,1,0,0,0,1,0,48.25229728771055
11.895140528239999,100,18.28560933929773,20,1,0,20.84685235848397,0,0,1,0,0,0,0,1,0,0,31.22888308208538
23.565581091652227,70,5.738795226063217,2,0,0,38.7259656495395,0,0,1,0,0,0,0,0,1,0,30.261862184767477
43.28367107399937,40,8.199887493739888,14,0,0,35.85570632990812,0,0,0,0,1,0,0,0,1,0,72.8772462399612
81.98346182632682,120,19.21042038893211,16,0,0,37.05948627266414,0,0,0,0,0,1,0,1,0,0,60.30528935399816
86.212327742378,50,14.04902842799875,17,1,0,27.853464587758726,0,0,0,0,0,0,1,0,0,1,124.96287388487512
1.6882609225878795,100,25.740409727049805,7,0,0,38.74985608652822,0,0,0,0,0,1,0,1,0,0,33.60626734554106
51.56398295517901,70,10.271452980275651,22,0,0,34.287466232156206,0,0,0,0,1,0,0,0,1,0,53.99620230970893
42.32368931172912,70,7.999789751646035,12,0,0,38.19858581311183,0,1,0,0,0,0,0,1,0,0,41.12906754548054
22.988673236602295,120,29.545978210345282,9,0,0,18.445328062421066,1,0,0,0,0,0,0,1,0,0,45.32678467473039
12.866671366034598,80,27.3340731039025,2,0,1,25.96292701999065,0,1,0,0,0,0,0,0,1,0,42.63688679151963
34.423901968959164,60,0.8697823499693957,19,0,0,36.02988487446025,1,0,0,0,0,0,0,0,1,0,42.18735387338357
94.3480606873394,70,23.121858459196975,13,0,0,27.391871226001054,0,0,1,0,0,0,0,1,0,0,106.90965787433235
32.99709027005477,60,3.3100432147560888,12,1,0,34.03295080151984,0,0,0,1,0,0,0,0,1,0,34.526545740182875
52.36027155259325,40,0.8245558448811285,2,0,0,39.192909028703426,0,0,0,0,1,0,0,0,0,1,71.01534406829033
70.59887693062261,50,8.210865478990467,12,0,0,34.13688502340461,0,1,0,0,0,0,0,0,0,1,102.62086270794012
36.9993306355501,100,8.080376371833129,19,0,0,19.46078861835031,0,0,1,0,0,0,0,0,0,1,38.29414119059877
97.20642618937511,100,24.57956287040894,23,0,0,13.560981688426224,0,1,0,0,0,0,0,0,0,1,79.06846655308668
96.282282199269,50,21.320017378285055,22,0,0,18.18240477343662,0,0,0,0,0,1,0,1,0,0,137.81220339267156
25.926447286711053,70,29.44828281996043,8,0,0,29.883733647984744,1,0,0,0,0,0,0,1,0,0,50.5670553731745
50.22760208334616,70,21.345387009354553,15,0,1,10.32833083944468,0,0,0,0,1,0,0,1,0,0,64.72872860143643
30.786952671860195,40,12.547666597681438,22,1,0,15.691561812875005,0,0,0,0,0,1,0,0,1,0,56.726224310104584
29.199208943369293,80,20.967829828356507,22,1,0,19.8070793543368,1,0,0,0,0,0,0,1,0,0,46.32485532546826
4.651807788098747,80,29.983772015592063,7,0,0,36.256748308845225,0,0,0,0,0,1,0,1,0,0,27.802319414971848
61.34686906400979,80,21.304256476875842,11,0,0,11.53012445162348,1,0,0,0,0,0,0,0,1,0,65.34511318382755
50.765223299657286,60,22.850440679409548,11,0,0,11.498084794716304,1,0,0,0,0,0,0,0,1,0,77.9832466306745
6.096396373748946,80,28.150950455707783,18,0,0,26.553476451079305,0,0,0,0,0,1,0,0,1,0,22.855634529182794
28.585999959424534,50,3.4095378393505005,23,0,0,15.332987566170857,0,0,1,0,0,0,0,0,0,1,39.255395221484356
90.91832271069872,100,21.143528803431806,16,0,0,17.266455404767125,0,0,0,0,1,0,0,1,0,0,72.95558009032288
24.71662717603027,100,25.52417873902347,14,0,0,15.527083029380432,0,0,0,1,0,0,0,1,0,0,48.4309370394879
15.344592337031086,60,28.63135800662679,21,0,0,27.448214127907892,0,1,0,0,0,0,0,1,0,0,45.62143983917027
49.45582326747874,40,6.329078691350981,17,0,0,11.666432488200085,0,0,0,0,0,0,1,0,1,0,76.57762783895524
98.57939495694947,50,15.117870231727327,6,0,0,38.20000085888673,1,0,0,0,0,0,0,1,0,0,140.67332195571214
24.96347187963854,100,20.416645429334455,12,0,1,13.69415156238485,0,0,0,0,1,0,0,0,0,1,35.50361678610413
67.54141919318198,50,7.424031885040123,18,1,1,38.547865064863416,0,1,0,0,0,0,0,1,0,0,89.13002117085051
76.40034191754305,100,18.01418589750822,15,0,0,33.3438709139279,0,0,0,0,1,0,0,1,0,0,68.29083391991838
24.52611685524757,30,7.727363474939981,10,0,0,34.84047658678337,0,0,0,0,0,1,0,0,1,0,53.75072028553819
73.0934185125741,40,10.003710615949418,4,1,0,15.184247034568047,0,1,0,0,0,0,0,0,0,1,126.88027035888122
37.41053013920607,40,13.245560895325951,1,0,0,30.089412608637744,0,0,0,0,1,0,0,1,0,0,72.24668189125947
63.59827722876437,120,15.875702962397009,0,1,0,34.51216453889369,0,0,0,1,0,0,0,0,1,0,44.46852124197075
63.71944136532858,30,13.480976148754518,15,0,0,26.741066201511437,0,0,0,0,0,0,1,0,0,1,138.75765226931384
54.04169372340109,60,14.795865593637876,4,1,0,26.532241237131796,0,0,0,0,1,0,0,0,0,1,62.55562554487956
9.938687235386421,100,8.957662688648778,6,0,0,14.782400095025636,0,0,0,0,0,0,1,0,1,0,16.459496177962645
83.69494706333455,120,4.768952820678917,8,0,0,22.426974988106988,0,0,0,0,1,0,0,0,1,0,45.72754049665517
32.75722643220185,100,1.420499319805183,3,1,1,14.516198803799005,0,0,0,0,0,0,1,0,1,0,22.638354462124866
19.46533252958557,100,5.879361674750031,18,1,0,39.18573276130806,1,0,0,0,0,0,0,0,1,0,9.050031282127804
5.036739013921627,80,17.458309245173492,19,0,0,30.545500258913798,0,0,0,0,0,0,1,0,1,0,18.616310206818813
59.49840137563594,80,23.58346343409397,14,0,0,11.452657771925924,0,0,0,0,0,0,1,0,1,0,63.2967066882552
68.07887182238596,80,5.077427923286836,6,1,1,24.303037402401436,1,0,0,0,0,0,0,1,0,0,58.60151919922273
2.642195063857759,80,3.256660733179454,23,0,0,29.138924501018124,1,0,0,0,0,0,0,0,1,0,2.2292583466381037
51.69721277162882,80,22.47871081647751,17,0,0,12.86921142494193,0,0,0,0,0,1,0,0,1,0,63.60331158823554
23.42308174459586,30,9.154749916118691,4,0,0,29.949657259896334,0,0,0,0,0,0,1,0,0,1,53.33554612972073
64.87210625053554,40,28.544983176820573,20,0,0,15.319157374633225,0,0,0,0,1,0,0,0,0,1,133.98361034276883
18.262276471494154,60,21.42953911831119,12,0,0,22.236382145806388,0,0,0,1,0,0,0,0,0,1,39.94980917290986
69.40283607214413,50,9.802681417290927,2,1,0,28.7666216581511,0,1,0,0,0,0,0,0,1,0,97.66531403710184
39.286799283753204,80,8.686282433811147,5,0,0,20.951623631607667,1,0,0,0,0,0,0,0,1,0,37.584559354462094
93.73626888493672,30,15.710951588139272,11,1,0,21.42652592362406,0,0,1,0,0,0,0,1,0,0,207.79778196772912
14.614573470453331,120,2.3743400483462827,20,0,0,35.308458992940146,0,0,0,0,1,0,0,1,0,0,5.8166278671430955
34.76556875397559,120,3.5302953793589698,17,0,0,19.277945250104516,0,0,0,1,0,0,0,1,0,0,20.70320152971712
12.233878602818319,100,5.275736439485775,17,0,0,29.65582971771464,0,0,0,1,0,0,0,1,0,0,10.290852769254656
92.54466820957772,60,23.241707799136805,3,0,1,35.47457980740943,1,0,0,0,0,0,0,0,1,0,125.12949810989525
87.85659598471712,120,15.415720778073673,19,0,0,14.579475484039767,0,0,0,0,0,1,0,0,0,1,53.40097457211396
26.536221143800404,60,0.31701368323328816,22,0,1,11.37783937007528,1,0,0,0,0,0,0,0,1,0,37.20449779962884
66.33842055738373,60,20.20549582416327,13,0,0,34.76602131341957,0,0,0,0,0,1,0,0,1,0,79.67244578648653
81.90499781992037,30,12.710705359814913,13,0,0,26.533923748875505,0,0,1,0,0,0,0,0,1,0,180.20069579852685
55.96488034834677,50,15.325570948913938,0,0,0,34.83103896711741,0,0,1,0,0,0,0,0,1,0,79.374198166347
53.43540725724464,80,6.423487302388066,10,1,0,16.391069019702865,1,0,0,0,0,0,0,0,0,1,47.77436692248764
24.943376799144716,60,16.55346685182311,21,0,0,34.97896668755156,0,1,0,0,0,0,0,0,0,1,40.64258200301829
10.217174012784023,30,29.37459719254466,8,1,0,12.859312417443977,0,0,0,0,0,0,1,1,0,0,45.65660874882394
89.82436003737935,100,2.203340730172844,17,1,0,36.49609102444521,1,0,0,0,0,0,0,0,1,0,56.50323775946718
90.14138765916971,40,8.51752198993292,4,0,0,34.676009886573596,1,0,0,0,0,0,0,1,0,0,141.64407677102574
63.67704427005353,100,7.289927785824894,9,0,0,27.020041988397374,0,0,0,1,0,0,0,0,0,1,48.353048002901815
34.56394931382137,30,7.456479322535388,14,0,0,28.250196789973,1,0,0,0,0,0,0,0,0,1,71.55696148362352
35.57174788665343,30,11.361190726961318,9,0,0,20.375325902743512,1,0,0,0,0,0,0,1,0,0,84.86705449459103
72.8696122081537,30,24.543293542325024,15,1,0,16.048484630803856,1,0,0,0,0,0,0,0,0,1,174.60309657121576
89.81391573530513,60,27.38576069893162,3,0,0,23.663142766447805,0,1,0,0,0,0,0,0,0,1,116.65846148462788
88.82155600224661,30,6.0664526237692,3,0,0,29.72356344373074,0,0,0,1,0,0,0,0,1,0,177.09548261354715
78.20767903990476,40,16.288498138443384,7,0,0,39.95394579683989,0,0,0,0,1,0,0,0,1,0,142.26155997426793
64.5611329692745,60,19.106969164964408,5,0,0,34.5175919770582,0,0,0,0,1,0,0,0,0,1,86.0030455224067
9.329856534509835,100,15.654824230915347,22,0,0,23.029235099811416,0,0,0,0,1,0,0,0,0,1,17.6473825218905
17.001242695366763,40,13.022291825907587,10,0,0,32.29743558585987,0,0,0,0,1,0,0,1,0,0,40.99343021353828
89.95686466418084,120,5.759265175777135,12,0,0,13.24142508066546,0,0,0,1,0,0,0,1,0,0,42.35937166962737
61.036476906299406,70,14.646580775977156,18,0,0,22.451081408637627,1,0,0,0,0,0,0,0,0,1,72.84539898319994
1.9105081100463353,100,12.036444831339866,10,1,0,22.747737461282675,0,0,0,0,1,0,0,0,1,0,23.805183209955835
11.045682743737178,30,23.86690087506809,1,1,0,39.96471433639722,1,0,0,0,0,0,0,0,1,0,50.078712873356686
66.68667514169752,80,22.908130774889855,2,0,0,21.73044891828074,0,0,0,0,0,0,1,1,0,0,67.90782119054641
1.50109680077565,80,4.0199604361701216,14,0,0,12.498448086992937,0,0,0,0,0,0,1,0,1,0,1.0
16.919997090332366,60,2.6555715768920276,23,0,0,12.016838542477739,0,0,0,0,1,0,0,0,1,0,26.395668863697704
55.324645147292024,80,27.244618296825088,12,0,0,30.951531547944654,0,1,0,0,0,0,0,1,0,0,68.00073973997213
69.49762457157664,100,16.06525166893493,9,0,0,18.67279268789229,1,0,0,0,0,0,0,1,0,0,55.806677506862364
65.54416469075746,60,25.73402811847772,4,0,0,36.067403429715164,0,0,0,1,0,0,0,0,1,0,97.10311335557955
23.20266163659542,100,1.7445336169920345,23,0,0,24.488430809608627,0,0,0,0,0,1,0,1,0,0,12.714242945402757
71.50574291340605,30,15.795468495648908,10,0,0,19.91117153812216,0,1,0,0,0,0,0,0,0,1,162.61855174946726
24.48765966218321,50,16.18279543728709,22,0,0,32.77343499261614,0,0,0,0,0,1,0,1,0,0,45.686599783470314
33.21457011776751,50,25.821060976264498,13,0,0,22.525975344334974,0,1,0,0,0,0,0,0,0,1,66.91333410039009
74.9026491066844,40,2.928299946891225,19,0,0,32.121499824278814,0,0,0,1,0,0,0,0,0,1,123.42860552275633
65.31365700567426,30,7.213366910277279,14,0,0,31.422757930536537,0,1,0,0,0,0,0,0,0,1,135.3960947925889
85.07311763892362,80,12.196149416610393,12,0,0,31.696343168241174,0,0,0,0,0,0,1,1,0,0,73.09943387081515
66.10367633773399,30,25.975244262598267,2,0,0,35.713656168606136,1,0,0,0,0,0,0,1,0,0,157.17141834507657
57.26255173021169,70,28.16649945211701,8,0,0,35.45198192507914,0,0,1,0,0,0,0,1,0,0,71.234253046449
10.273802014981156,50,29.78173858780884,7,1,0,29.938247510978734,0,0,1,0,0,0,0,0,0,1,46.79242275751606
37.40386450288392,80,28.775804593755645,14,0,0,38.70885615796939,0,0,0,0,1,0,0,1,0,0,60.84640008359494
27.25503440049082,100,0.17825267533063238,22,0,0,10.621824669683809,0,0,0,0,0,0,1,0,1,0,16.484488050148837
25.154974694529272,100,1.4312502436161612,0,0,0,37.91268732809552,0,0,0,0,1,0,0,0,1,0,11.903688843085146
97.32804492049212,50,4.42820457472766,1,1,0,14.44760261000227,1,0,0,0,0,0,0,1,0,0,107.49592336981455
39.91667474200928,30,10.465862903108194,8,0,0,16.3492920607479,0,0,0,1,0,0,0,0,0,1,86.13081033753745
89.31260896253421,80,24.897540929608763,20,0,0,34.52197147053656,1,0,0,0,0,0,0,1,0,0,90.72637432304985
